学科,分层,期刊全称,ISO缩写,2025 JIF,最佳JIF分区,最佳JCI分区,年发文量,易投指数0-5,出版商分组,版面费参考(须官网核实)
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,3-Q2,Language Cognition and Neuroscience,LANG COGN NEUROSCI,2.2,Q2,Q2,74.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,3-Q2,Augmentative and Alternative Communication,AUGMENT ALTERN COMM,2.3,Q2,Q2,43.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,3-Q2,SOUTH AFRICAN JOURNAL OF COMMUNICATION DISORDERS,S AFR J COMMUN DISOR,1.7,Q2,Q3,26.0,0,其他,请查期刊官网 Author / Open Access 页面
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,4-Q3,JASA Express Letters,JASA EXPRESS LETT,1.5,Q3,Q3,146.0,2,其他,请查期刊官网 Author / Open Access 页面
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,4-Q3,Noise & Health,NOISE HEALTH,1.5,Q3,Q3,112.0,2,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,4-Q3,International Journal of Speech-Language Pathology,INT J SPEECH-LANG PA,1.6,Q3,Q2,73.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,4-Q3,FOLIA PHONIATRICA ET LOGOPAEDICA,FOLIA PHONIATR LOGO,1.2,Q3,Q3,73.0,1,Karger,"因刊而异，常见 USD 2,500-3,800"
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,4-Q3,LANGUAGE AND SPEECH,LANG SPEECH,1.1,Q3,Q4,52.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,4-Q3,CLINICAL LINGUISTICS & PHONETICS,CLIN LINGUIST PHONET,1.1,Q3,Q3,45.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,4-Q3,Audiology and Neurotology,AUDIOL NEUROTOL,1.4,Q3,Q3,44.0,0,Karger,"因刊而异，常见 USD 2,500-3,800"
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,4-Q3,Journal of the American Academy of Audiology,J AM ACAD AUDIOL,1.4,Q3,Q3,39.0,0,Thieme,订阅路线通常无APC；OA另计
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,4-Q3,Speech Language and Hearing,SPEECH LANG HEARING,1.1,Q3,Q4,38.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,4-Q3,Logopedics Phoniatrics Vocology,LOGOP PHONIATR VOCO,1.0,Q3,Q4,14.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,15.0,Q1,Q1,1375.0,4,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Redox Biology,REDOX BIOL,16.2,Q1,Q1,460.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,MOLECULAR PSYCHIATRY,MOL PSYCHIATR,10.4,Q1,Q1,423.0,3,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,CELL,CELL,45.1,Q1,Q1,421.0,3,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,NATURE MEDICINE,NAT MED,52.5,Q1,Q1,346.0,3,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,International Journal of Biological Sciences,INT J BIOL SCI,11.7,Q1,Q1,293.0,3,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Molecular Cell,MOL CELL,16.0,Q1,Q1,257.0,3,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Signal Transduction and Targeted Therapy,SIGNAL TRANSDUCT TAR,81.2,Q1,Q1,238.0,3,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,10.1,Q1,Q1,185.0,2,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,13.6,Q1,Q1,178.0,2,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,PLANT CELL,PLANT CELL,13.5,Q1,Q1,165.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Nature Chemical Biology,NAT CHEM BIOL,15.8,Q1,Q1,163.0,2,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Journal of Integrative Plant Biology,J INTEGR PLANT BIOL,12.5,Q1,Q1,154.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,EXPERIMENTAL AND MOLECULAR MEDICINE,EXP MOL MED,17.5,Q1,Q1,150.0,2,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Molecular Cancer,MOL CANCER,42.2,Q1,Q1,147.0,3,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Genes & Diseases,GENES DIS,14.6,Q1,Q1,128.0,2,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Plant Communications,PLANT COMMUN,13.7,Q1,Q1,127.0,2,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,CELLULAR & MOLECULAR BIOLOGY LETTERS,CELL MOL BIOL LETT,12.2,Q1,Q1,104.0,3,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Molecular Plant,MOL PLANT,32.7,Q1,Q1,88.0,1,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Molecular Biomedicine,MOL BIOMED,13.0,Q1,Q1,71.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,BBA-REV CANCER,11.2,Q1,Q1,32.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,18.1,Q1,Q1,1.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,Annual Review of Biochemistry,ANNU REV BIOCHEM,24.9,Q1,Q1,0.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,18.7,Q1,Q1,0.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,18.1,Q1,Q1,0.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,TRENDS IN BIOCHEMICAL SCIENCES,TRENDS BIOCHEM SCI,14.4,Q1,Q1,0.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,MOLECULAR ASPECTS OF MEDICINE,MOL ASPECTS MED,13.8,Q1,Q1,0.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,CYTOKINE & GROWTH FACTOR REVIEWS,CYTOKINE GROWTH F R,13.4,Q1,Q1,0.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,1-Q1且IF大于10,NATURAL PRODUCT REPORTS,NAT PROD REP,12.5,Q1,Q1,0.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,INT J MOL SCI,5.6,Q1,Q2,8795.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,International Journal of Biological Macromolecules,INT J BIOL MACROMOL,8.7,Q1,Q1,8384.0,5,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Antioxidants,ANTIOXIDANTS-BASEL,8.2,Q1,Q1,1139.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Biomolecules,BIOMOLECULES,5.6,Q1,Q2,1087.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,FASEB JOURNAL,FASEB J,4.3,Q1,Q1,947.0,4,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,BIOMACROMOLECULES,BIOMACROMOLECULES,5.9,Q1,Q1,664.0,4,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,FREE RADICAL BIOLOGY AND MEDICINE,FREE RADICAL BIO MED,8.0,Q1,Q1,598.0,4,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Food & Function,FOOD FUNCT,6.3,Q1,Q1,534.0,4,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,CURRENT BIOLOGY,CURR BIOL,7.7,Q1,Q1,528.0,4,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,PLOS BIOLOGY,PLOS BIOL,6.9,Q1,Q1,445.0,4,PLOS,专科刊费用因刊而异或走CAP；PLoS One已拉黑
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,PROTEIN SCIENCE,PROTEIN SCI,5.6,Q1,Q1,393.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,CELLULAR AND MOLECULAR LIFE SCIENCES,CELL MOL LIFE SCI,6.5,Q1,Q1,373.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Lipids in Health and Disease,LIPIDS HEALTH DIS,6.9,Q1,Q1,366.0,4,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,CHEMICO-BIOLOGICAL INTERACTIONS,CHEM-BIOL INTERACT,5.2,Q1,Q1,336.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,6.4,Q1,Q1,313.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,MOLECULAR MEDICINE,MOL MED,8.3,Q1,Q1,299.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,ONCOGENE,ONCOGENE,9.1,Q1,Q1,279.0,3,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,EMBO JOURNAL,EMBO J,8.4,Q1,Q1,277.0,3,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,JOURNAL OF NUTRITIONAL BIOCHEMISTRY,J NUTR BIOCHEM,5.2,Q1,Q1,269.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,EMBO REPORTS,EMBO REP,6.0,Q1,Q1,262.0,3,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,BIOELECTROCHEMISTRY,BIOELECTROCHEMISTRY,4.9,Q1,Q1,258.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,JOURNAL OF NEUROCHEMISTRY,J NEUROCHEM,4.6,Q1,Q2,222.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,Cosmetics,COSMETICS-BASEL,4.1,Q1,Q2,212.0,4,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,GENOME RESEARCH,GENOME RES,6.3,Q1,Q1,203.0,3,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,EUROPEAN JOURNAL OF HUMAN GENETICS,EUR J HUM GENET,4.6,Q1,Q1,168.0,2,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,CURRENT OPINION IN STRUCTURAL BIOLOGY,CURR OPIN STRUC BIOL,7.8,Q1,Q1,158.0,2,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Molecular Ecology Resources,MOL ECOL RESOUR,5.9,Q1,Q1,145.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,NEUROCHEMISTRY INTERNATIONAL,NEUROCHEM INT,5.5,Q1,Q1,133.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Cell and Bioscience,CELL BIOSCI,6.5,Q1,Q1,130.0,3,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,AM J RESP CELL MOL,5.4,Q1,Q1,118.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Cell Systems,CELL SYST,7.5,Q1,Q1,103.0,2,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,J ENZYM INHIB MED CH,5.3,Q1,Q1,93.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Science Signaling,SCI SIGNAL,7.0,Q1,Q1,90.0,1,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Non-coding RNA Research,NON-CODING RNA RES,5.6,Q1,Q2,89.0,1,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Cell Chemical Biology,CELL CHEM BIOL,9.0,Q1,Q1,87.0,1,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Journal of Genetics and Genomics,J GENET GENOMICS,7.9,Q1,Q1,86.0,1,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Molecular Systems Biology,MOL SYST BIOL,6.7,Q1,Q1,79.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,APOPTOSIS,APOPTOSIS,9.0,Q1,Q1,78.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,ANTIOXIDANTS & REDOX SIGNALING,ANTIOXID REDOX SIGN,6.8,Q1,Q1,65.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,REDOX REPORT,REDOX REP,6.9,Q1,Q1,57.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,GENE THERAPY,GENE THER,5.9,Q1,Q1,56.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,MATRIX BIOLOGY,MATRIX BIOL,5.9,Q1,Q2,56.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,BIOFACTORS,BIOFACTORS,5.2,Q1,Q1,53.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Stress Biology,STRESS BIOL,6.4,Q1,Q2,51.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,MOLECULES AND CELLS,MOL CELLS,8.2,Q1,Q2,49.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Journal of Zhejiang University-SCIENCE B,J ZHEJIANG UNIV-SC B,5.7,Q1,Q2,42.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,Non-Coding RNA,NON-CODING RNA,4.2,Q1,Q3,41.0,0,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,JOURNAL OF LIPOSOME RESEARCH,J LIPOSOME RES,4.7,Q1,Q2,39.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Biomedical Journal,BIOMED J,6.3,Q1,Q1,33.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,AMYLOID,5.1,Q1,Q1,29.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Chemical Biology Letters,CHEM BIOL LETT,5.6,Q1,Q3,27.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Cell Surface,CELL SURF,9.3,Q1,Q1,26.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Extracellular Vesicles and Circulating Nucleic Acids,EXTRACELL VESICLES C,8.5,Q1,Q3,25.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Current Molecular Pharmacology,CURR MOL PHARMACOL,7.2,Q1,Q1,18.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Cell Insight,CELL INSIGHT,6.4,Q1,Q2,15.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,Current Opinion in Systems Biology,CURR OPIN SYST BIOL,4.0,Q1,Q2,14.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Organogenesis,ORGANOGENESIS,6.3,Q1,Q2,11.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Emerging Topics in Life Sciences,EMERG TOP LIFE SCI,6.0,Q1,Q2,8.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,BIOESSAYS,BIOESSAYS,3.3,Q1,Q2,4.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,Expert Opinion on Drug Metabolism & Toxicology,EXPERT OPIN DRUG MET,4.5,Q1,Q3,2.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,Essays in Biochemistry,ESSAYS BIOCHEM,5.7,Q1,Q3,1.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,CRIT REV BIOCHEM MOL,8.7,Q1,Q2,0.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,CURRENT OPINION IN CHEMICAL BIOLOGY,CURR OPIN CHEM BIOL,7.2,Q1,Q2,0.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,2补-Q1且IF5到10,EXPERT REVIEWS IN MOLECULAR MEDICINE,EXPERT REV MOL MED,6.5,Q1,Q3,0.0,0,Cambridge UP,订阅路线通常无APC；Gold OA因刊而异
BIOCHEMISTRY & MOLECULAR BIOLOGY,2-Q1且IF小于5,CURRENT OPINION IN LIPIDOLOGY,CURR OPIN LIPIDOL,4.5,Q1,Q2,0.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
BIOCHEMISTRY & MOLECULAR BIOLOGY,3-Q2,MOLECULES,MOLECULES,5.1,Q2,Q2,4026.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,3-Q2,Biomedicines,BIOMEDICINES,4.5,Q2,Q2,2075.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,3-Q2,JOURNAL OF BIOLOGICAL CHEMISTRY,J BIOL CHEM,4.1,Q2,Q2,1153.0,4,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,3-Q2,BIOORGANIC CHEMISTRY,BIOORG CHEM,5.1,Q2,Q1,1111.0,4,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,3-Q2,CURRENT ISSUES IN MOLECULAR BIOLOGY,CURR ISSUES MOL BIOL,4.1,Q2,Q3,731.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,3-Q2,Metabolites,METABOLITES,4.5,Q2,Q2,651.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOCHEMISTRY & MOLECULAR BIOLOGY,3-Q2,Pesticide Biochemistry and Physiology,PESTIC BIOCHEM PHYS,4.8,Q2,Q1,514.0,4,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,3-Q2,Computational and Structural Biotechnology Journal,COMPUT STRUCT BIOTEC,4.8,Q2,Q2,505.0,4,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOCHEMISTRY & MOLECULAR BIOLOGY,3-Q2,JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,J BIOCHEM MOL TOXIC,3.6,Q2,Q2,461.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
